text,date,user_location
@nurilhuda501 @antikorupsi @bersihkan_indo @FraksiRakyat_ID @KontraS @GreenpeaceID @YLBHI @walhinasional @RumahAMAN… https://t.co/1ox8VQL4fk,2022-03-23 15:19:03,
"★ Persiapan penyelenggaraan balapan mobil listrik Formula E di Ancol, Jakarta Utara, terus dikebut ditengah adanya… https://t.co/xsmxbNHVVB",2022-03-23 14:46:32,Republik Indonesia
"@Bratva97162884 @jumintenGAKsexy Ya masalah dong, secara kartu-kartu itu tdk lebih dari iming-iming halu.. Ngebohon… https://t.co/SAg75GPz6W",2022-03-23 14:42:59,
"Dugaan Korupsi Proyek Formula E Belum Kunjung Terungkap, Warganet: Butuh Pawang Anggaran: Ketua DPRD DKI Jakarta, P… https://t.co/5tatc0NqrF",2022-03-23 14:40:03,"Makassar, Indonesia"
@_MbakSri_ Jika semua anggota DPRD DKI Jakarta ramai 2 lapor berarti mereka tdk terlibat dalam masalah  Formula E.,2022-03-23 14:00:25,
"DKI Jakarta bagi @KPK_RI akan selalu ada kata ;
Cium
Endus
Kooperatif
Curiga
Kelebihan bayar.

Setelah itu hilang s… https://t.co/iXnOQnPfYN",2022-03-23 12:56:48,
"Kalo ada org dukung Mandalika MotoGP tapi nolak Formula E Jakarta, atau sebaliknya... Berarti mereka jelas biased k… https://t.co/kaB630spNX",2022-03-23 12:51:48,Jakarta Capital Region
"Lah , Tujuan anies itu mengundang 7 Fraksi menjelaskan Formula E :) Biar paham , Ya masa sekelas Wakil Rakyat ndak… https://t.co/BgtSsCfJRw",2022-03-23 12:37:57,Republic Of Indonesia
"@marlina_idha Ini sirkuit formula e kuda lumping 
Antara modern dan tradisional 
Luar biasa, andai sirkuit formula… https://t.co/comJVKoVgw",2022-03-23 12:12:58,negeri di  ujung jurang
"@zarazettirazr Soal Pinjaman Rp 180 M ke Bank DKI, Ini Penjelasan Anies.

Penganggaran Formula E sudah diperiksa BP… https://t.co/UQZbjJkAOP",2022-03-23 11:38:27,
Prasetyo Edi Marsudi mengaku ditekan terkait uang Rp 180 miliar yang telah dikeluarkan pemerintah provinsi (pemprov… https://t.co/X5TYvwecAk,2022-03-23 11:09:04,"Brisbane, Queensland"
"Ketua DPRD Jakarta memberi keterangan kepada penyidik soal praktik commitment fee penyelenggaraan Formula E.
 https://t.co/BC7ne6CZq2",2022-03-23 11:02:19,Jakarta
"Ketua Badan Kehormatan (BK) DPRD DKI Jakarta Ahmad Nawawi mengatakan, pihaknya sudah memegang hasil sidang dugaan p… https://t.co/3P5JDIaGvh",2022-03-23 10:39:33,
"Paling Getol Menentang Formula E, Ketua DPRD Jakarta Berhadapan dengan KPK dan BK https://t.co/aF82oQlNpS",2022-03-23 10:14:20,Pekanbaru
@Dijei_Mc @marlina_idha Sudah beli tiketnya ? Sukseskan Formula E 🤭🤭 https://t.co/qUYcHBh0Qo,2022-03-23 10:02:23,Kidul Ban Sepur 
"Ini @KPK_RI dikasih dana triliunan rupiah tiap tahunnya, beraninya cuma ke pejabat"" didaerah yang korupsi nilainya… https://t.co/Lku6308IFS",2022-03-23 08:57:21,What's In Your Mind
"@_ekokuntadhi Saya tdk bangga"" banget formula e di gelar di jkt,masalah nya pemprov dki jkt sudah melakulan praktek… https://t.co/1f3cZiVd8W",2022-03-23 08:33:05,"Tangerang, Indonesia"
"Dugaan Korupsi Formula E, KPK Bakal Panggil Anies Baswedan? https://t.co/Z4EXDc41LW",2022-03-23 08:24:03,"Jakarta, Indonesia"
"Wakil Gubernur DKI Jakarta, Ahmad Riza Patria, mengklaim pengaspalan sirkuit Formula E atau Jakarta E-Prix 2022 di… https://t.co/uyICT8wZZt",2022-03-23 08:16:01,"Jakarta, Indonesia"
KPK memiliki peluang untuk memanggil pihak terkait untuk menyelidiki dugaan korupsi pelaksanaan ajang balap Formula… https://t.co/UwoA7pw97t,2022-03-23 08:07:19,"DKI Jakarta, Indonesia"
"Dugaan Korupsi Formula E Jakarta 2022, KPK Panggil Lagi Ketua DPRD DKI https://t.co/FhJORYtAIC",2022-03-23 08:06:10,"Jakarta, Indonesia"
"@marlina_idha Sirkuit Formula E Jakarta saya yakin sudah selesai dibangun jauh2 hari andai saja ""tidak dihadang kir… https://t.co/OM8vz6L5SR",2022-03-23 07:29:39,Indonesia
Penolakan keras Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi terhadap pergelaran Formula E di Jakarta membawanya ber… https://t.co/riaWyfqNKL,2022-03-23 07:09:12,Jakarta
Status penjualan tiket Formula E di Jakarta masih berstatus not on sale. Maka dari itu PT Jakarta Propertindo (Jakp… https://t.co/wsUE4X7Yan,2022-03-23 06:58:00,Jakarta
"KPK terus mengusut kasus dugaan korupsi Formula E. Kemarin, KPK telah memeriksa Ketua DPRD DKI Jakarta Prasetyo Edi… https://t.co/uW3OH3iUiQ",2022-03-23 06:45:04,Indonesia
"Alkhamdulillaah Pak semoga segera terang benderang kasus besar ini, rakyat menanti gigitan taringmu @KPK_RI untuk k… https://t.co/hT6alpxSiO",2022-03-23 06:43:23,
"Terkait Kasus Dugaan Korupsi Formula E, KPK Kembali Periksa Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi… https://t.co/aUUYa7wYsw",2022-03-23 06:27:50,
Ini Dia 5 Calon Pembalap Jawara Formula E Series Jakarta Mendatang https://t.co/rfeGZVWuzb,2022-03-23 06:27:06,"Bogor, Jawa Barat"
"Setelah PEMANISS Mandalika sukses selenggarakan event MotoGP nya dengan bermacam Kritik membangunnya, maka Ancol In… https://t.co/wY2fxhFoAw",2022-03-23 05:58:16,indonesia
"Diperkisa KPK Terkait Dugaan Korupsi Formula E Jakarta, Ketua DPRD DKI Ungkap Pinjaman Rp 180 Miliar https://t.co/wx63qMAm7d",2022-03-23 05:38:46,"North Sumatra, Indonesia"
"""Sebagai warga negara dan pimpinan DPRD Provinsi DKI Jakarta, saya patuh, siap memberikan keterangan apa pun di per… https://t.co/KwcaQ7losB",2022-03-23 05:28:51,Jakarta
@antikorupsi @bersihkan_indo @FraksiRakyat_ID @KontraS @GreenpeaceID @YLBHI @walhinasional @RumahAMAN… https://t.co/4mbkHV8M2v,2022-03-23 04:57:23,Diatas pohon
"@sigitwid @Dennysiregar7 @RajaJuliAntoni @AndiSaifulHaq @kokokdirgantoro @andrewenas btw JIS keren banget ya, kelas… https://t.co/nGBgiac1Kg",2022-03-23 04:40:22,
"PROYEK SIRKUIT FORMULA E JAKARTA SUDAH CAPAI 80%..??
https://t.co/3oInhLN0Ds",2022-03-23 04:37:22,
"Meski persiapannya sangat mepet, saya pribadi berharap dan yakin penyelenggaraan Formula E di Jakarta akan berjalan… https://t.co/RSMy8pTXhH",2022-03-23 04:30:49,Mojokerto
@marlina_idha Ah  @marlina_idha kau ini bikin bingung kemarin anda bilang kata formula E sukses digelar di Jakarta   sekarang beda lagi,2022-03-23 04:23:15,"Bogor, Jawa Barat"
"@marlina_idha Di Jakarta ada Sirkuit Formula E, Di Lombok ada Sirkuit Moto GP. Kalau dua2nya lolos standar FIA kere… https://t.co/faioZK7JFY",2022-03-23 04:20:42,"ÜT: -6.921702,107.600372"
"commitment fee yg dibayarkan Jakarta jauh lebih besar dibandingkan uang yg dibayarkan di negara2 lain.
Penyelenggar… https://t.co/BfTD7BiWYW",2022-03-23 04:05:08,
"Hujan lebat plus angin di Jakarta Barat. Kalo hujan kek gini, pengerjaan lintasan Formula E itu pake pawang hujan apa kagak ya?",2022-03-23 03:59:34,Jakarta
"KPK: Keterangan Ketua DPRD DKI Jakarta untuk Temukan Pidana Formula E
https://t.co/lDgH586uE3",2022-03-23 03:58:56,"Cirebon, Jawa Barat, Indonesia"
Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi meminta KPK untuk memeriksa semua orang yang dianggap terlibat dugaan k… https://t.co/ZDQOm4fmYO,2022-03-23 03:54:03,Indonesia
KPK berpeluang memanggil pihak terkait untuk menyelidiki dugaan korupsi pelaksanaan ajang balap Formula E. Salah sa… https://t.co/bMSkbpjwyQ,2022-03-23 03:44:59,Indonesia
Ajang moto GP di Mandalika sukses di gelar sekarang kita tunggu tunggu ajang formula e yang diadakan di Jakarta apa… https://t.co/FHdCWbFpcO,2022-03-23 03:44:50,
"Top News Koran Rakyat Merdeka

Menyambangi Proyek Formula E Treknya Sudah Diaspal, Drainase Sudah Dipasang, Kuda Lu… https://t.co/UbcpjYWRHO",2022-03-23 03:39:30,
Komisi Pemberantasan Korupsi (KPK) terus menyelidiki dugaan korupsi terkait pelaksanaan ajang balap internasional F… https://t.co/WgYtuHBEqP,2022-03-23 03:24:17,Indonesia
Ketua DPRD DKI Jakarta Diperiksa KPK Terkait Formula E | Kabar Petang tvOne https://t.co/sHdxTqT2i6,2022-03-23 03:11:10,Indonesia
@Burakos7 @GeiszChalifah Sirkuit kelas F1 di Jeddah itu dibuat dalam waktu 8 bulan dengan kompleksitas level F1 dan… https://t.co/BajwgVdkyw,2022-03-23 03:07:26,Tanya aja langsung
Badan Kehormatan (BK) DPRD DKI Jakarta akan mengumumkan hasil pemeriksaan Ketua DPRD DKI Prasetyo Edi Marsudi terka… https://t.co/8TsjbyLT9a,2022-03-23 02:02:39,Indonesia
KPK: Keterangan Ketua DPRD DKI Jakarta untuk Temukan Pidana Formula E https://t.co/DtYlN43fDd,2022-03-23 01:36:06,
haaa baru tau ntar formula e bakal ada di jakarta,2022-03-23 01:22:37,Indonesia
"Bang @Dennysiregar7 , kayaknya Pawang Ujan Mandalika harus dibawa ke Jakarta deh. Biar ga banjir lagi. Apa lagi kan mau Formula E. Hehehe",2022-03-22 19:54:22,West-Timor
@firzahusainInc Bila Jakarta sukses menyelenggarakan ...formula .E ...yg bangga siapa nih ...hanya orang Jakarta sj ...atau siapa ..?,2022-03-22 19:26:09,"Cikarang, Indonesia"
@GeiszChalifah Formula E diurusi. Polusi Jakarta gk diurusi…cuma numpang tren doang buat 2024 😂,2022-03-22 18:55:13,"Jakarta Capital Region, Indonesia"
@PrasetyoEdi_ @FIAFormulaE @KPK_RI Bapak mau seribu kali pun kasih data &amp; ksh keterangan ke @KPK_RI  ...saya kok ra… https://t.co/resweKYhZV,2022-03-22 17:54:02,
@PrasetyoEdi_ @FIAFormulaE @KPK_RI Anda tdk ungkap apakah dlm APBD-P DKI Jakarta 2019 sdh dianggarkan pembayaran co… https://t.co/1SI7Afly3x,2022-03-22 15:18:15,"Jakarta Selatan, DKI Jakarta"
@Budijon76660606 @prastow @KRMTRoySuryo2 Aduhh coba cari tau dulu deh masterplan pengembangan Mandalika.. tolong ja… https://t.co/NjTWO0zT1i,2022-03-22 15:17:38,
"Jelang Formula E Series Jakarta, Ini 5 Pebalap Calon Jawara Series Jakarta https://t.co/IB3P586Si6",2022-03-22 15:05:05,
"Jelang Formula E Series Jakarta, Ini 5 Pebalap Calon Jawara Series Jakarta https://t.co/ebrZCPtlNV",2022-03-22 15:02:03,"Jakarta, Indonesia"
Ketua DPRD DKI Jakarta Prasetio Edi Marsudi berjanji akan membuat terang kasus dugaan korupsi Formula E Jakarta pad… https://t.co/3Qk1oZkp82,2022-03-22 14:30:15,Indonesia
KPK diminta transparan mengenai pengusutan dana Formula E Jakarta. https://t.co/M0j56rktMp,2022-03-22 14:14:12,"Jakarta, Indonesia"
"@geloraco Apa hubungannya Ki Bedul , si pawang hujan dengan kedatangan Anies ? Pak Anies datang sebagai studi bandi… https://t.co/wjdAl75VHU",2022-03-22 13:58:59,
"Dibaca nih beritanya yah.!

Formula E bakalan pake pawang hujan juga.
kalo menurut bahasanya Pak Wagub DKI tergantu… https://t.co/ywnRj7S4jF",2022-03-22 13:37:07,Indonesia
"stop bicara mandalika, kita dukung formula e JAKARTA... dukung pak gub @aniesbaswedan sukseskan JIS dan Formula E 💪",2022-03-22 13:26:40,"Damascus, Syria"
"@nblhaqimie @panca66 @msaid_didu https://t.co/CgpT5PHPxo

Woe Upin""..jangan sebar hoax kau bangke🤣🤣",2022-03-22 13:21:20,"Enderby, England"
@SantorinisSun Pasti jadi ngk mungkin mangkrak  sudah pasti peruntukannya bukan untuk formula E tapi untuk ajang ba… https://t.co/D3os2MtcEn,2022-03-22 13:16:45,"Denpasar, Bali"
"Belum Pernah Panggil Anies, Ketua DPRD DKI Minta KPK Transparan Dan Akuntabel Usut Kasus Formula E

#FormulaE… https://t.co/mVbcMNOYJx",2022-03-22 13:04:47,
"Ketua DPRD DKI Beberkan Ijon Rp 180 Miliar Pemprov Ke Bank DKI Buat Formula E

#FormulaE #Jakarta #AniesBaswedan… https://t.co/j2vQFUaUyX",2022-03-22 13:03:31,
"Padahal di hari yang sama DPRD DKI Jakarta baru menetapkan dan mengesahkan Perubahan APBD Tahun 2019.

Saya menduku… https://t.co/Q7MLWhPMQE",2022-03-22 13:03:30,Jakarta Capital Region
DKI Jakarta akan menjadi tuan rumah ajang balap internasional Formula E pada 4 Juni 2022. Pemerintah Provinsi (Pemp… https://t.co/y2QT4BfkhF,2022-03-22 13:00:35,"Jakarta Selatan, DKI Jakarta"
Sirkuit Formula E di Jakarta Utara dilaporkan telah mencapai 80% pengerjaan. Perkembangan ini dikebut jelang persia… https://t.co/2nQG9KIgOx,2022-03-22 12:58:32,"Jakarta Selatan, DKI Jakarta"
Ketua DPRD DKI Jakarta Prasetyo Edi Diperiksa KPK soal Dugaan Korupsi pada Proyek Formula E Ancol… https://t.co/Tv5mLk3gMx,2022-03-22 12:52:34,Indonesia
@NyiMasRuminah @PKSejahtera @Mdy_Asmara1701 @musniumar @Nicho_Silalahi Waahh...klu merasa kalah pamor sama Anies...… https://t.co/FKlX3004e4,2022-03-22 12:51:45,
Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi kembali diperiksa KPK terkait kasus dugaan korupsi Formula E. Prasetyo… https://t.co/k0Z7gZlFS0,2022-03-22 12:31:02,Indonesia
"Ketua DPRD DKI Jakarta diperiksa KPK terkait Formula E

Ada apa dengan Pawang APBD DKI?

#FormulaE https://t.co/KFzQZMSFaZ",2022-03-22 11:57:25,
"@_ekokuntadhi Eh botak ..
Bkn nya tereakin migor LG mahal 
Tereakin MotoGP formula E
Migor nih mahal lu Taekin bisa… https://t.co/EXTAqtRotM",2022-03-22 11:20:21,
"https://t.co/Dqk7rUqCOB 

Kenapa sih kok seneng nya NYONTEK ? 
🤭🤭 https://t.co/xb0HdWAbZe",2022-03-22 10:55:09,Indonesia
"@IbrahimBarraq @EkoPras50290197 @SantorinisSun Anda salah… ide formula e murni dr Anies, jd pusat tdk terlibat. Dar… https://t.co/oeONmxMDZq",2022-03-22 10:36:36,"Zittau, Germany"
Ketua DPRD DKI Jakarta Prasetio Edi Marsudi telah diperiksa KPK terkait Formula E. Dia mengaku ditanya anggaran Rp… https://t.co/Gk14FXYouf,2022-03-22 10:26:26,"Jakarta, Indonesia"
"Prasetyo Edi menjalani pemeriksaan di Gedung Merah Putih KPK, Jakarta, Selasa (22/3), untuk dimintai keterangan seb… https://t.co/Kyd9I59DGp",2022-03-22 10:10:48,"Jakarta, Indonesia"
Prasetio Edi juga berjanji akan patuh dan siap memberikan keterangan apapun kepada KPK https://t.co/hPCXZLoCiO,2022-03-22 10:00:03,Jakarta Capital Region
"Seluruh lintasan Sirkuit Formula E (E-Prix) Jakarta sudah diaspal lapisan 1..🏎🏎🏎🏎

📍Formula E , Ancol, Jakarta Utar… https://t.co/Dglg4g9HmW",2022-03-22 09:42:35,"DKI Jakarta, Indonesia"
"Selamat atas suksesnya penyelenggaraan MotoGP Mandalika! 

Indonesia emang KEREN... 

Pak Presiden @jokowi Keren...… https://t.co/7L2zV9ka7g",2022-03-22 09:28:40,Jakarta
"Wakil Gubernur DKI Jakarta, Ahmad Riza Patria memberikan tanggapan terkait pemeriksaan kembali Ketua DPRD DKI Jakar… https://t.co/0gBsBiSaSo",2022-03-22 09:20:39,Indonesia
Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi mengaku sempat tak tahu saat Dinas Pendidikan dan Olahraga (Dispora) DK… https://t.co/hKOVwI2ypo,2022-03-22 09:15:14,Indonesia
"@KPK_RI POCO POCO MENARI MAUMERE !
KPK Kembali periksa Ketua DPRD DKI Jakarta, Prasetyo M terkait dugaan balap mobi… https://t.co/yrp8lEf3EC",2022-03-22 09:01:25,"Jakarta Capital Region, Indone"
Hari ini merupakan kali kedua Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi diperiksa KPK soal dugaan korupsi Formula… https://t.co/iX0XCafSzp,2022-03-22 09:00:03,Indonesia
@takanakagami30 @Cahyadi_refa see you at Jakarta Formula E🙏🏻,2022-03-22 08:57:48,
Prasetio disidang oleh BK karena diduga melakukan pelanggaran etik terkait hak interpelasi Gubernur DKI Jakarta Ani… https://t.co/6FpxxTSR3t,2022-03-22 08:38:13,Jakarta
@makLambeTurah Formula E gak disangkutkan sama warga jakarta yg meninhal di sungai pas mau berak.,2022-03-22 08:22:35,Batang
Wakil Gubernur DKI Jakarta Ahmad Riza Patria menanggapi kehadiran Ketua DPRD DKI Prasetyo Edi Marsudi ke gedung Kom… https://t.co/lJQiNajJBg,2022-03-22 07:55:59,Indonesia
Saya sebagai anak kelahiran Jakarta dan besar di Jakarta terdaftar sebagai Penduduk Jakarta mohon doa restu agar Ac… https://t.co/iaJg9ZxBNz,2022-03-22 07:44:30,
"POCO POCO @KPK_RI !
KPK Kembali periksa Ketua DPRD DKI Jakarta, Prasetyo Marsudi terkait dugaan korupsi penyelengga… https://t.co/uX3RLD5lkP",2022-03-22 07:35:52,"Jakarta Capital Region, Indone"
@firzahusainInc Mereka sudah ketakutan jika Formula E pake pawang anggaran karna akan kebongkar aib mereka dalam mengeruk APBD Jakarta mbk,2022-03-22 07:26:12,
"Prasetyo Edi Marsudi hari ini, Selasa, 22 Maret 2022, kembali mendatangi gedung Komisi Pemberantasan Korupsi (KPK)… https://t.co/nurrEQSKwI",2022-03-22 07:20:42,Indonesia
"Ketua DPRD DKI Dua Kali Dipanggil KPK soal Formula E, Wagub: Tidak Ada yang Luar Biasa https://t.co/e2M5ozxK0k",2022-03-22 07:14:10,"Jakarta, Indonesia"
Ketua DPRD DKI Prasetyo Edi Marsudi kembali memenuhi undangan KPK terkait dugaan korupsi proses penyelenggaraan bal… https://t.co/IvsqWyOi7e,2022-03-22 07:00:01,Jakarta Capital Region
"@moeltea13 Persija udah jadi juara di hati gw... Maen ke Jakarta dong, ntar gw ajak liat JIS sama mantau sirkuit Fo… https://t.co/cEMl7RfiPc",2022-03-22 06:00:52,Bekasi - Jakarta 
"Ini kok kayaknya cuman bolak balik ngecek, periksa dll sih? Seperti ngulur ngulur waktu. 

https://t.co/3qNqjGlghI… https://t.co/YOc4g0rs3e",2022-03-22 05:24:22,"Jakarta Pusat, DKI Jakarta"
@SantorinisSun kalo formula e dgn perencanaan abal2. apa mungkin terselenggara? nih beritanya kok ketua dprdnya pes… https://t.co/krYt7JJp5g,2022-03-22 05:16:14,
"Formula E di Jakarta Tinggal 74 Hari, Status Penjualan Tiket Masih 'Not On Sale' https://t.co/OPx4w7OiHJ",2022-03-22 05:14:36,Indonesia
"Majulah negeriku .
MotoGP, formula E , stadion JIS Jakarta, tuan rumah piala dunia.
Ini tanda tanda Indonesia mampu… https://t.co/VqsZv0yobo",2022-03-22 05:07:50,
Ketua DPRD DKI Prasetyo Edi Kembali Diperiksa KPK Soal Formula E https://t.co/LB2tJjwPFJ,2022-03-22 05:00:32,"Jakarta, Indonesia"
"Pemeriksaan Korupsi Formula E Berlanjut, Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi Penuhi Panggilan KPK https://t.co/Lqufnd1c1D",2022-03-22 04:59:04,Tangerang Selatan
"Barakallahu fiik Pak Anies.. Selamat mempersiapkan diri dan keluarga menyambut bulan suci Ramadhan, semoga Allah se… https://t.co/SD1eHM3cSS",2022-03-22 04:52:31,malang
Wagub DKI Isyaratkan Tidak Memakai Pawang Hujan saat Formula E Jakarta https://t.co/tzuDAHrOgo,2022-03-22 04:52:25,Jakarta Capital Region
Ketua DPRD DKI Penuhi Panggilan KPK Atas Penyelidikan Dugaan Korupsi Formula E https://t.co/RAYDHk8Ix7,2022-03-22 04:45:04,Indonesia
Wagub DKI Jakarta Klaim Pembangunan Sirkuit Formula E Sudah Capai 80 Persen https://t.co/94xBEx8XoZ,2022-03-22 04:41:59,Indonesia
"""Sebagai warga negara dan pimpinan DPRD Provinsi DKI Jakarta, saya patuh, siap memberikan keterangan apa pun di per… https://t.co/etP2KHkCuF",2022-03-22 04:39:10,Jakarta
"@kurawa @jokowi Formula E cuma proyek ambisius yg dipaksakan dan tdk punya manfaat bg warga jakarta, knp janji kamp… https://t.co/otbZEWCGS0",2022-03-22 04:35:38,
Saat ini DKI fokus pada lanjutan pembangunan sirkuit berupa penanaman rumput. https://t.co/5QCeWydgnx,2022-03-22 04:26:53,"Jakarta, Indonesia"
Komisi Pemberantasan Korupsi (KPK) memanggil Ketua DPRD DKI Jakarta Prasetyo Edi Marsudi untuk dimintai keterangan… https://t.co/3cMYCa2OHD,2022-03-22 04:26:52,Indonesia
"@SekarJayanti07 @bachrum_achmadi Insyaallah Jakarta Utara g hujan klo pas formula E, Krn Jakarta Utara memang jaran… https://t.co/dMPwlPyUM8",2022-03-22 04:11:05,
"KPK tegaskan tak main-main usut dugaan korupsi formula E jakarta
#KPKUpdates https://t.co/a3bdhJsSip",2022-03-22 04:04:16,"Gorontalo, Indonesia"
"Prasetyo Edi Marsudi Kembali Dipanggil KPK, Siap Beberkan Dugaan Korupsi Formula E
 
https://t.co/IC0ZOmdJol lewat… https://t.co/iRt5y955Ao",2022-03-22 03:59:20,Jalan Palmerah Barat 33-37 Jkt
Ini Proses Pembangunan Sirkuit Formula E Jakarta https://t.co/42KLu7ilRH,2022-03-22 03:36:33,Jakarta
Jakarta International E-Prix Circuit (JIEC) atau Sirkuit Ancol telah mencapai 80 persen penyelesaian. Sirkuit ini a… https://t.co/khydkll4PU,2022-03-22 03:20:09,Jakarta
Semoga keterangan yang saya dapat membantu penyidik dan membuat terang permasalahan Formula E di Jakarta.,2022-03-22 03:19:53,Jakarta Capital Region
"PKS Jakarta Minta Penyelenggara Formula E Ancol Tak Pakai Jasa Pawang Hujan

#pawanghujan #pawanghujanmandalika… https://t.co/qnF2YSlZUX",2022-03-22 03:18:49,"Jakarta, Indonesia"
@Babi_TIDAKHARAM @mickeynasution Besok nonton formula E aja ya. Bikin caption. Ini lho jakarta...,2022-03-22 03:13:48,"Tangerang, Indonesia"
Pemprov DKI Isyaratkan Tak Akan Pakai Pawang Hujan di Ajang Formula E Jakarta https://t.co/NoIC7ksp2L,2022-03-22 03:06:34,Jakarta
Formula E menjadi salah satu acara internasional yang bakal digelar di Jakarta pada tahun ini. Kapan jadwalnya ?… https://t.co/TFd746qI2z,2022-03-22 03:04:03,Indonesia
"Fans Formula E yakin penyelenggaraan Formula E di Jakarta akan sukses, ini alasannya!
https://t.co/fVzk4RjHAm",2022-03-22 03:00:02,Jakarta Capital Region
Wagub DKI Ahmad Riza Patria berharap kesuksesan gelaran balap motor MotoGP di Mandalika juga bisa diikuti kesuksesa… https://t.co/cQkVtY1gBA,2022-03-22 02:56:58,Indonesia
Pemprov DKI Isyaratkan Tak Akan Pakai Pawang Hujan di Ajang Formula E Jakarta https://t.co/oMxilAqgsv,2022-03-22 02:53:06,Jakarta
"Top News Koran Rakyat Merdeka

MotoGP Sukses Digelar 
Kini, Oposisi Dan Koalisi Tertuju Ke Formula E

#FormulaE… https://t.co/OscQFSB6ZD",2022-03-22 02:05:00,
"@SantorinisSun @RaniKancana__ Setuju nih. Formula E boleh dong diapresiasi, tapi secukupnya saja, sesuai levelnya.… https://t.co/fr5rao3Jdn",2022-03-22 01:33:43,Jabodetabek
"@firzahusainInc Pawang hujan untuk Formula E di Jakarta kayaknya SBY bisa tuh, soalnya dia kan paling takut kehujan… https://t.co/8CORuVi7G5",2022-03-22 01:07:27,
"Ahmad Riza Patria bicara soal pembangunan sirkuit Formula E Ancol, Jakarta Utara, menggunakan frasa sudah besar. Si… https://t.co/1minPZIPz5",2022-03-22 01:00:04,Indonesia
"@VIVAcoid Kemarin katanya dilarang menghujat demi kepentingan bersama Indonesia, nah memang Formula E yg adain Negara Jakarta yaa??😂😂😂",2022-03-22 00:44:53,"Makassar, Indonesia"
"@dadangcepot Nanti pas penyelenggaraan Formula E, Jakarta Zona Merah cenderung Hitam.....😂😂😂😂",2022-03-22 00:28:42,Depokcity
"Jakarta mau adakan Formula E tujuannya JELAS! Kampanye gunakan kndaraan Listrik utk kurangi polusi udara, tapi jg k… https://t.co/srBpGuiWbX",2022-03-22 00:26:03,"Tebet, Indonesia"
"Jadi ternyata...
Kebanyakan dr yg nyinyir soal even MotoGP Mandalika itu memang berbau politis!
Sebagian besarnya m… https://t.co/4GrUKFHwDs",2022-03-21 23:44:46,🌞
"Balapan Formula E Jakarta Dinilai Tak Perlu Pakai Pawang Hujan, Ini Alasannya https://t.co/xtwVRWLXi7 https://t.co/LtHMfi3Oyo",2022-03-21 23:15:43,
"@AryGunt @Dennysiregar7 Kan blm mulai baru, perhalatan e formula ibu kota jakarta nah ini jg kebanggaan indonesia l… https://t.co/nnLjho43AZ",2022-03-21 23:11:10,
"Ketua Fraksi di DPRD DKI Jakarta Achmad Yani.

Penyelenggara Formula E Tidak menggunakan jasa pawang hujan dalam pe… https://t.co/HyBglTDswF",2022-03-21 23:09:03,
"@CNNIndonesia Fokus dulu dengan pelaksanaan Formula E, apakah bisa digelar atau tidak.
Jangan sampai masa bakti gub… https://t.co/EdaGOEeYd0",2022-03-21 22:59:12,"Jakarta Selatan, DKI Jakarta"
@Lady_Zeebo Bicara Nasionalisme tapi kelompok kamu juga sama saja selalu mengejek Rencana Perhelatan FORMULA E yang… https://t.co/Z6GszG5m9v,2022-03-21 22:52:01,
@Pai_C1AB Dia benar Karena air itu masuk ke tanah bukan mengalir ke laut lewat godong”raksasa…jadi kalo sekarang ba… https://t.co/ZzsAHYEmKt,2022-03-21 22:50:26,
"Kita tunggu di Formula E pake Pawang gk nih, dan siap² warga Jakarta utk ngedumel kemacetan krn Jakarta akan maceto… https://t.co/oB15z4TnsY",2022-03-21 21:00:04,
Wakil Gubernur (Wagub) DKI Jakarta Ahmad Riza Patria menyatakan pembangunan sirkuit Formula E Jakarta sudah mencapa… https://t.co/03qcpi3rvE,2022-03-21 20:09:03,Indonesia
Balapan Formula E di Jakarta Tak Perlu Pakai Pawang Hujan https://t.co/QeMd6ruj4C,2022-03-21 20:05:02,Jakarta
Legislator DKI Jakarta meyakini pelaksanaan Formula E lebih sukses dibanding MotoGP. #EstiArimiPutri https://t.co/xH3ij0999S,2022-03-21 17:32:02,Indonesia
"@Kimberley20101 FORMULA E hrsnya sudah selesai kalau tdk di Jegal 

Tapi ttp Walau di jegal Res Beres sesuai dgn De… https://t.co/8qZrclqsNJ",2022-03-21 17:30:57,
"@AnakLolina2 Kasihan amat nih org babu nya anies. Sdh di akherat duluan dia, pdhl formula E di jakarta blm dikenal di dunia.",2022-03-21 16:58:44,serenity
"@Lady_Zeebo Setuju, banyak warga lokal yang jecipratan rezeki juga. Mari kita dukung juga pergelatan Formula E di Jakarta.",2022-03-21 16:45:05,
"Kebenaran selalu menemukan jalanya.
Setuju!
Pengurus gereja😁belum tentu berpikiran sama dengan para jemaat...

Misa… https://t.co/Tpn76OO81O",2022-03-21 16:35:25,"Kota Medan, Sumatera Utara"
"kalo mandalika aja rame, harusnya formula E lebih rame lagi, karena terakhir kali hajatan akbar di jakarta ya ketika asian games 2018",2022-03-21 16:30:36,Indonesia
